id,question1,question2,is_duplicate,CosineSimilarity,JaccardSimilarity,Levenshtein,DiceSimilarity
108263,ants die old age ?,could plants die old age ?,0,0.0,0.0,8,0.8888888888888888
108264,secret 've never told anyone yet ?,secret never share anyone ?,1,0.0,0.0,13,0.8571428571428571
108265,like high marijuana sources thc ?,buy marijuana seeds india ?,0,0.0,0.0,19,0.6875
108266,russians feel european asian ?,russia asian european country ?,0,0.0,0.0,14,0.8148148148148148
108267,master reset iphone 4 without itunes ?,possible restore iphone back factory defaults without use itunes ?,1,0.0,0.0,36,0.7567567567567568
108268,dog write letter recommendation . say ?,cat write letter recommendation . say ?,0,0.0,0.0,3,0.9714285714285714
108269,handsome better cute ?,better : cute handsome ?,0,0.0,0.0,19,0.967741935483871
108270,would want learn chinese ?,non-chinese people want learn chinese ?,0,0.0,0.0,16,0.875
108271,happen n't put thermal paste processor heatsink ?,would happen put gba cartridge gbc ?,0,0.0,0.0,36,0.7777777777777778
108272,ever witnessed anything paranormal ?,witnessed anything paranormal ?,1,0.0,0.0,5,0.972972972972973
108273,split cell horizontally google sheet ?,"google sheets , cell made hyper-link another cell ?",0,0.0,0.0,36,0.8421052631578947
108274,best lavani songs marathi ?,best marathi movies ?,0,0.0,0.0,16,0.896551724137931
108275,time travel possible discovery gravitational waves ?,time travel possible ? yes ? ?,1,0.0,0.0,27,0.8571428571428571
108276,nutrition science seem keep changing mind whether ingredients healthy unhealthy ? studies flawed way ?,nutritionists keep changing minds foods healthy ?,0,0.0,0.0,59,0.9767441860465116
108277,mod-2 counter ?,axe counter meepo dota 2 ?,0,0.0,0.0,18,0.8571428571428571
108278,humans fear ?,humans really fear ?,0,0.0,0.0,7,0.9166666666666666
108279,best torrent sites download ?,torrent downloading sites apart kickass ?,1,0.0,0.0,26,0.8387096774193549
108280,"read word replace entire line word new specified string vbs , taking runtime arguments ?","resume terms , word strength consists repeatedly successful thrown new area , learning , building critical mind , delivering results ?",0,0.0,0.0,92,0.9361702127659575
108281,get information cryptocurrency ?,say kerala congress 's exit ?,0,0.0,0.0,24,0.7272727272727273
108282,'s process used make video game ?,process making video game ?,1,0.0,0.0,11,0.9090909090909091
108283,n't middle east countries attack isis altogether ?,would dynamics middle east individual countries change isis defeated ?,0,0.0,0.0,38,0.85
108284,speed wave change frequency wavelength increase ? actually question make sense ?,meant radio frequency waves ?,0,0.0,0.0,58,0.8837209302325582
108285,lose weight quickly ? need serious help .,lose weight fast perfect weight loss plan ?,1,0.0,0.0,26,0.7894736842105263
108286,best movie download site ?,best sites download movies ?,1,0.0,0.0,10,1.0
108287,best exercise lose weight ?,best exercises lose weight ?,1,0.0,0.0,1,1.0
108288,much data human brain store ?,much information human brain store ?,1,0.0,0.0,9,0.9375
108289,daniel ek : spotify available indian customers ?,daniel ek : spotify available india ?,1,0.0,0.0,11,0.9
108290,qualities good project manager entail ?,qualities good project manager ?,1,0.0,0.0,7,1.0
108291,form government jamaica differs one italy ?,form government jamaica differs one canada ?,0,0.0,0.08333333333333337,5,0.9444444444444444
108292,integers used ?,integer c++ ?,0,0.0,0.0,5,0.7619047619047619
108293,? someone tell ? 's bubble pops stand . goes back pull toes toward head . ehlers-danlos syndrome .,stand d-syndrome patau syndrome ?,0,0.0,0.0,77,0.7692307692307693
108294,structures would convey current array cultures future archaeologists ?,movie interstellar would happened 'they ' ( future generation ) create 5th dimensional pathway allowed cooper convey code ?,0,0.0,0.0,89,0.8695652173913043
108295,russian hackers get trump 's tax returns ?,could trump 's tax returns accessed leaked ?,0,0.0,0.0,34,0.8333333333333334
108296,things new employees know going first day resources connection ?,things new employees know going first day eog resources ?,0,0.0,0.0,14,1.0
108297,find someone 's name home address ?,find someone 's home address name ?,0,0.0,0.0,10,1.0
108298,telugu made one official languages tamil nadu since 50 % speak telugu ?,tamils respect telugu ?,0,0.0,0.0,52,0.7428571428571429
108299,cancel one seat 3 booked seats irctc site ?,unable see recently booked tickets wish cancel irctc account ?,0,0.0,0.0,37,0.8571428571428571
108300,russia extended support pakistan ?,russia backstabbed india commencing military relations pakistan ?,1,0.0,0.0,39,0.8
108301,best deals black friday 2016 ?,free black friday deals 2016 ?,1,0.0,0.0,15,0.972972972972973
108302,apps android phone ?,apps certainly android phone ?,0,0.0,0.0,10,0.8571428571428571
108303,examples mass cultural theory ?,example mass culture theory ?,1,0.0,0.0,3,1.0
108304,transgender considered delusion psychological terms ?,transgender considered mental illness ?,1,0.0,0.0,21,0.8823529411764706
108305,stop doberman/dachshund mix biting furniture ?,stop dog eating furniture ?,1,0.0,0.0,22,0.8333333333333334
108306,ca n't desalination solve drinking water problem india ?,ca n't india set many sea water desalination plants solve water problems ?,1,0.031874243841424295,0.0,44,0.926829268292683
108307,forgot facebook password . n't remember gmail password neither information regarding gmail id . ?,recover facebook password without gmail password ?,0,0.0,0.0,61,0.8888888888888888
108308,airlines transition all-robot piloting ?,airline choose pilot ?,0,0.0,0.0,22,0.8275862068965517
108309,much get hand ctc 4 lpa ?,much would get hand ctc 6.5 lpa ?,0,0.0,0.0,9,0.8235294117647058
108310,presidential candidates fbi background checks ?,vote candidate ?,0,0.0,0.0,34,0.6451612903225806
108311,underrated actors actresses bollywood ?,underrated bollywood actors actresses ?,1,0.0,0.0,20,1.0
108312,dogs throw yellow foam ?,puppy throwing yellow liquid ?,1,0.0,0.0,14,0.7272727272727273
108313,cotton candy invented ?,cotton candy invented ?,0,0.0,0.0,0,1.0
108314,down-to-earth celebrity ?,best thing teach kid ?,0,0.0,0.0,19,0.7096774193548387
108315,major differences transcription translation dna rna ?,hiv considered rna dna virus ? ?,0,0.0,0.0,40,0.7096774193548387
108316,main difference classification problems regression problems machine learning ?,one-vs-one classifier type support vector machine anything else ?,0,0.0,0.0,52,0.85
108317,trend industrialisation india ?,furniture trends india ?,0,0.04442024650935728,0.0,19,0.88
108318,terraform mars ?,terraform mars ?,0,0.0,0.0,0,1.0
108319,final year subjects mbbs ?,subject practical courses mbbs 1st year ?,0,0.16925833760042663,0.08333333333333337,30,0.8571428571428571
108320,send video facebook whatsapp ?,send videos facebook ?,0,0.0,0.0,10,0.875
108321,use khan academy ?,useful khan academy 's courses ?,0,0.0,0.0,14,0.8387096774193549
108322,favourite character rogue one ?,favorite character rogue one ?,1,0.0,0.0,1,1.0
108323,prepare cds written exam ?,prepare cds written exam ?,1,0.0,0.0,0,1.0
108324,"met classmate tried give chocolate account friendship day , parents staring . ?",proper keep saying good night girl every day without chatting often ?,0,0.0,0.0,62,0.8888888888888888
108325,device on/off electrical device desired frequency ?,sony camera connected internet ?,0,0.0,0.0,37,0.7878787878787878
108326,climate zones created ?,"three major climate zones earth , differ ?",0,0.0,0.0,24,0.8823529411764706
108327,trace mobile 's location ?,trace phone call 's origin cellphone location ?,1,0.0,0.0,25,0.8387096774193549
108328,get job ?,get job ?,0,0.0,0.0,0,1.0
108329,kvpy 2016 sa paper ? expected cutoff ?,kvpy sa 2016 ?,1,0.0,0.0,28,0.7272727272727273
108330,azad kashmir ?,azad kashmir history ?,1,0.0,0.0,8,0.88
108331,meaning `` thread safe object '' java ?,start thread two times java ?,0,0.0,0.0,21,0.7777777777777778
108332,tweetdeck look like ?,tweetdeck ?,0,0.0,0.0,10,0.8421052631578947
108333,"diesel engine , use petrol fuel , problem & result ?",happens petrol used diesel engine ?,0,0.0,0.0,35,0.8
108334,difference synchronous motors damper winding induction motor ?,difference induction motor synchronous motor terms armature winding field winding ?,0,0.0,0.0,40,0.95
108335,donald trump win ?,donald trump win 2016 presidential election ?,1,0.0,0.0,27,0.8
108336,mind blowing camera phones 2016 exist ?,mind blowing phones gadgets 2016 people ?,1,0.0,0.0,16,0.9333333333333333
108337,worst phase life ?,worst phase life ?,0,0.0,0.0,0,1.0
108338,best answers quora fewer 50 upvotes ?,best answers quora ?,0,0.0,0.0,17,0.8387096774193549
108339,common pet peeves ?,common grammar pet peeves ?,0,0.0,0.0,8,0.88
108340,improve english speaking speak fluently front anyone suggested ?,improve english speaking ?,1,0.0,0.0,38,0.8648648648648649
108341,good gifts foreign visitor bring 're invited someone 's home turkey first time ?,good gifts foreign visitor bring 're invited someone 's home sri lanka first time ?,0,0.0,0.0,9,0.9
108342,leper messiah metallica composed dave mustaine ?,would metallica like dave mustaine still ?,0,0.0,0.0,26,0.8571428571428571
108343,good way study physics ?,study physics efficiently ?,0,0.0,0.0,21,0.7333333333333333
108344,life assistant commandant bsf ?,legal stop car hyderabad outer ring road ?,0,0.0,0.0,33,0.7647058823529411
108345,recently cleared trms ( transaction risk management services ) interview amazon hyderabad . much interested coding want work sde ( software development engineer ) amazon . move trms sde ? possible computer science graduate hyderabad ?,ijp amazon really works one wants jump trms sde business analyst ? 's name sake ?,0,0.0,0.0,184,0.8
108346,"inspiring stories engineers passed tier 3 engineering colleges india , yet became successful field ?",education tier 3 engineering college india ?,0,0.022662203580673914,0.0,62,0.8108108108108109
108347,believe horoscope ?,believe horoscope ?,1,0.0,0.0,0,1.0
108348,government made efficient ?,ways make government efficient ?,1,0.0,0.0,15,0.8484848484848485
108349,get fossil watches particularly jr 1354 cheap price ?,"opinion high-ranking , retired us military officers openly supporting candidates 2016 election ?",0,0.0,0.0,74,0.72
108350,effective technique achieving hyperrealism oil painting still-life study ?,paint oil painting ?,0,0.0,0.0,56,0.6060606060606061
108351,get fantastic value sydney floor tiles ?,get friendly services sydney bathroom wall tiles ?,1,0.0,0.0,25,0.8717948717948718
108352,town presented painting ?,love misunderstandings lost best friend . bring ( best friend ) back ?,0,0.0,0.0,54,0.6486486486486487
108353,next quora meetup kolkata ?,next quora meetup mumbai ?,0,0.0970596932208017,0.0,6,0.8666666666666667
108354,dynamically declare array c++ ?,declare three 2d arrays dynamically c ?,1,0.0,0.0,28,0.8275862068965517
108355,swami vivekananda called father modern nationalism ?,'s swami vivekananda 's take indian nationality ?,0,0.0,0.0,19,0.8333333333333334
108356,american president barack obama called potus twitter ?,us president called potus ?,0,0.0,0.0,29,0.8823529411764706
108357,top programming languages learn ?,best programming languages beginners ?,1,0.0,0.0,11,0.967741935483871
108358,realistically make money online ?,easiest way earn money online ?,1,0.0,0.0,10,0.896551724137931
108359,found old notes 31 december ?,way exchange old 2000 rupees ( 1000 * 2 ) december 31. ?,0,0.0,0.0,35,0.6666666666666666
108360,chinese people hate indians ?,chinese peoples hate indians ?,1,0.0,0.0,1,1.0
108361,best additional course mechanical engineers ?,best courses mechanical engineer high salary ?,1,0.0,0.0,23,0.9444444444444444
108362,slim face ?,'m chubby girl face looks swollen . slim face ?,1,0.0,0.0,36,0.625
108363,phone hacked something ? got signed apps last night getting ssl errors everywhere . phone working fine .,one better scope data science capm ?,0,0.0,0.0,84,0.7368421052631579
108364,greatest christmas song time ?,all-time greatest christmas song ?,1,0.0,0.0,14,0.9333333333333333
108365,best digital marketing company india ?,top digital marketing companies india ?,1,0.044961883045206985,0.0,7,0.9444444444444444
108366,deal hated ?,deal person jealous ?,0,0.0,0.0,13,0.5714285714285714
108367,learn play violin ?,learn play jazz violin ?,0,0.0,0.0,5,0.9230769230769231
108368,chuck norris real ?,chuck norris die ?,0,0.0,0.0,4,0.8888888888888888
108369,donald trump make mexico pay wall ? make sense mexico pay ? mexico ?,"donald trump becomes potus mexico flatly refuses pay wall proposed , agree pay pocket ?",0,0.0,0.0,50,0.9090909090909091
108370,end poverty ?,best ways get rid poverty ?,0,0.0,0.0,15,0.7407407407407407
108371,facts japan foreigners believe come japan ?,japan produce much weird stuff ?,0,0.0,0.0,30,0.7894736842105263
108372,best polaroid camera market ?,best polaroid camera 2016 ?,0,0.0,0.0,6,0.8571428571428571
108373,reliance jio money ?,reliance jio change india ?,0,0.0,0.0,10,0.8148148148148148
108374,truly mean smart ?,mean smart ?,1,0.0,0.0,6,0.8571428571428571
108375,problem somali immigrants finland ?,finland nato ?,0,0.0,0.0,27,0.7407407407407407
108376,things new employees know going first day meridian bioscience ?,things new employees know going first day harvard bioscience ?,0,0.0,0.0,7,0.9777777777777777
108377,people think hear word `` brazil '' ?,people think hear word `` click '' ?,0,0.0,0.0,6,0.918918918918919
108378,"'s difference woman 's cum man 's cum ? like texture , colour , smell , taste , quantity anything ?",feel like woman man ejaculates inside ?,0,0.0,0.0,73,0.7906976744186046
108379,math used computer science different used physics ?,math science ? scientific method used math logical axiomatic deduction ?,0,0.0,0.0,51,0.8333333333333334
108380,major social faux pas avoid visiting iraq ?,major social faux pas avoid visiting somalia ?,0,0.0,0.0,6,0.975609756097561
108381,hitherto unknown secrets facebook ?,interesting secrets facebook ?,1,0.0,0.0,12,0.875
108382,cristiano ronaldo nice teeth became famous . teeth ?,drink water brushing teeth ?,0,0.0,0.0,35,0.7428571428571429
108383,person love 2 people time ?,possible love one person time ?,0,0.0,0.0,13,0.9285714285714286
108384,[ math ] \dfrac { \infty } { \infty } [ /math ] ?,answer zero divided zero infinity ?,0,0.0,0.0,38,0.5714285714285714
